family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S9	B0XYK8	S09.006;		dapB	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	919	Inferred from homology
S9	D4D5P5		XP_003023434.1	DPP5	Trichophyton verrucosum (strain HKI 0517)	726	Inferred from homology
S9	E9ED72			DAPB	Metarhizium acridum (strain CQMa 102)	934	Inferred from homology
S9	Q4WX13	S09.006;	XP_754828.2	dapB	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	919	Inferred from homology
S9	Q7SHU8	S09.006;	XP_965646.2	dapB	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	924	Inferred from homology
S9	Q9P7E9	S09.A93;	NP_594920.2		Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	853	Inferred from homology
S9	A0A4S8L6U5			dbiP	Dendrothele bispora (strain CBS 962.96)	736	Evidence at protein level
S9	A1CJQ1	S09.006;	XP_001270801.1	dapB	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	914	Inferred from homology
S9	A7EQZ1	S09.006;	XP_001591119.1	dapB	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	921	Inferred from homology
S9	B8MTH6	S09.006;	XP_002487962.1	dapB	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	900	Inferred from homology
S9	C0NUQ8	S09.006;		DAPB	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	923	Inferred from homology
S9	C1GT79	S09.006;	XP_002796716.1	DAPB	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	912	Inferred from homology
S9	C4JHY5	S09.006;	XP_002541894.1	DAPB	Uncinocarpus reesii (strain UAMH 1704)	914	Inferred from homology
S9	C5FJE3	S09.008;	XP_002849449.1	DPP4	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	775	Inferred from homology
S9	D1Z9B4		XP_003351079.1	DAPB	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	924	Inferred from homology
S9	D4AQT0		XP_003015464.1	DAPB	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	909	Inferred from homology
S9	E9ETL5		XP_007819553.2	DAPB	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	915	Inferred from homology
S9	F0XS04		XP_014168877.1	DAPB	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera)	975	Inferred from homology
S9	Q5IS50	S09.973;	NP_001029333.1	DPP6	Pan troglodytes (Chimpanzee)	803	Evidence at transcript level
S9	Q9P778				Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	683	Inferred from homology
S9	A1CX29	S09.008;	XP_001267078.1	dpp4	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	765	Inferred from homology
S9	B0Y6C5	S09.008;		dpp4	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	765	Evidence at protein level
S9	B2A951		XP_001913070.1	DAPB	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	927	Inferred from homology
S9	B6HFS8	S09.006;	XP_002563136.1	dapB	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	903	Inferred from homology
S9	C1FZL3	S09.006;	XP_010756181.1	DAPB	Paracoccidioides brasiliensis (strain Pb18)	912	Inferred from homology
S9	C4JF79	S09.057;	XP_002542785.1	uncH	Uncinocarpus reesii (strain UAMH 1704)	619	Evidence at protein level
S9	C5FYZ3	S09.006;	XP_002843777.1	DAPB	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	919	Inferred from homology
S9	C9SJ15		XP_003005441.1	DAPB	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	875	Inferred from homology
S9	D4APE2		XP_003015798.1	DPP4	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	778	Evidence at protein level
S9	D4CZ59		XP_003025725.1	DPP4	Trichophyton verrucosum (strain HKI 0517)	753	Inferred from homology
S9	D4DCG0		XP_003021100.1	DAPB	Trichophyton verrucosum (strain HKI 0517)	899	Inferred from homology
S9	P0C959	S09.012;			Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	721	Evidence at transcript level
S9	Q5B934			dapB	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	906	Inferred from homology
S9	Q338C0	S09.004;			Oryza sativa subsp. japonica (Rice)	772	Inferred from homology
S9	Q0IXP9				Oryza sativa subsp. japonica (Rice)	775	Inferred from homology
S9	F1MTV0			DPP4	Bos taurus (Bovine)	759	Inferred from homology
S9	A2QZF1	S09.012;	XP_001395540.1	dpp5	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	726	Inferred from homology
S9	Q32N48	S09.015;	NP_001167499.1	prepl	Xenopus laevis (African clawed frog)	707	Evidence at transcript level
S9	Q5BA58		XP_660176.1	dpp5	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	722	Evidence at protein level
S9	Q9Y8E3	S09.012;			Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	725	Inferred from homology
S9	A1CSW4	S09.012;	XP_001267827.1	dpp5	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	724	Inferred from homology
S9	D4AR77		XP_003015146.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	930	Evidence at protein level
S9	H2E7Q7			POPA	Galerina marginata (strain CBS 339.88)	738	Evidence at transcript level
S9	Q5ZKL5	S09.015;	NP_001026224.1	PREPL	Gallus gallus (Chicken)	732	Evidence at transcript level
S9	Q8R492	S09.007;	XP_038960154.1	Fap	Rattus norvegicus (Rat)	705	Predicted
S9	X2J9P4	S09.A65;	NP_001285682.1	Dpp10	Drosophila melanogaster (Fruit fly)	940	Inferred from homology
S9	A0A2K5VXJ1		XP_005573374.1	DPP4	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	766	Inferred from homology
S9	A0A2K6UUT9			DPP4	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	766	Inferred from homology
S9	A0A452RLG7		XP_045636761.1	DPP4	Ursus americanus (American black bear) (Euarctos americanus)	765	Inferred from homology
S9	A0A8C0I050		XP_036713641.1	DPP4	Balaenoptera musculus (Blue whale)	766	Inferred from homology
S9	A0A8C5K373			Dpp4	Jaculus jaculus (Lesser Egyptian jerboa)	764	Inferred from homology
S9	A0A8D2CY20			DPP4	Sciurus vulgaris (Eurasian red squirrel)	766	Inferred from homology
S9	F6VRB0	S09.003;	NP_001034279.2	DPP4	Macaca mulatta (Rhesus macaque)	766	Evidence at transcript level
S9	I3M524			DPP4	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	764	Inferred from homology
S9	A0A2K6GYP1		XP_012511304.1	DPP4	Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli)	766	Inferred from homology
S9	A0A5S6GG63			DPP4	Sus scrofa (Pig)	755	Evidence at protein level
S9	A0A8B7EAZ7		XP_012591171.2	DPP4	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	766	Inferred from homology
S9	A0A8C6A8K4			DPP4	Marmota marmota marmota (Alpine marmot)	764	Inferred from homology
S9	A0A096MY81		XP_021779359.2	DPP4	Papio anubis (Olive baboon)	766	Inferred from homology
S9	A0A0D9RSY5		XP_007963342.1	DPP4	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	766	Inferred from homology
S9	A0A286XN52		XP_012997849.1	DPP4	Cavia porcellus (Guinea pig)	764	Inferred from homology
S9	A0A2K5F6W0			DPP4	Aotus nancymaae (Ma's night monkey)	779	Inferred from homology
S9	A0A2K6CQY0			DPP4	Macaca nemestrina (Pig-tailed macaque)	766	Inferred from homology
S9	A0A2Y9N2E9		XP_022425592.1	DPP4	Delphinapterus leucas (Beluga whale)	766	Inferred from homology
S9	A0A3Q2I3I7		XP_023478786.1	DPP4	Equus caballus (Horse)	782	Inferred from homology
S9	A0A6P6EB17		XP_023569544.1	Dpp4	Octodon degus (Degu) (Sciurus degus)	764	Inferred from homology
S9	A0A8B9XU66			DPP4	Bos mutus grunniens (Wild yak) (Bos grunniens)	747	Inferred from homology
S9	F7IHU4	S09.003;	XP_002749438.1	DPP4	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	766	Evidence at transcript level
S9	G1QQ71	S09.003;	XP_003266219.1	DPP4	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	766	Inferred from homology
S9	A0A2K5SES9			DPP4	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	739	Inferred from homology
S9	A0A2R9CCY4		XP_003820987.3	DPP4	Pan paniscus (Pygmy chimpanzee) (Bonobo)	766	Inferred from homology
S9	A0A2Y9EMH4		XP_007105354.1	DPP4	Physeter macrocephalus (Sperm whale) (Physeter catodon)	766	Inferred from homology
S9	A0A4W2EX30			DPP4	Bos indicus x Bos taurus (Hybrid cattle)	747	Inferred from homology
S9	A0A6P5P218		XP_021008644.1	Dpp4	Mus caroli (Ryukyu mouse) (Ricefield mouse)	760	Inferred from homology
S9	A0A8C4MXF6			DPP4	Equus asinus (Donkey) (Equus africanus asinus)	749	Inferred from homology
S9	A0A8C6G162			DPP4	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	766	Inferred from homology
S9	A0A8C9DMR5			DPP4	Prolemur simus (Greater bamboo lemur) (Hapalemur simus)	766	Inferred from homology
S9	A0A8C9KMQ7			DPP4	Panthera tigris altaica (Siberian tiger)	766	Inferred from homology
S9	G1LG48		XP_034510534.1	DPP4	Ailuropoda melanoleuca (Giant panda)	763	Inferred from homology
S9	G3TVN4			DPP4	Loxodonta africana (African elephant)	761	Inferred from homology
S9	H2P7N3		XP_009236014.3	DPP4	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	766	Inferred from homology
S9	H2R124	S09.003;	XP_515858.2	DPP4	Pan troglodytes (Chimpanzee)	766	Evidence at transcript level
S9	K7DYU6	S09.003;		DPP4	Monodelphis domestica (Gray short-tailed opossum)	806	Inferred from homology
S9	M3XN99		XP_004744008.2	DPP4	Mustela putorius furo (European domestic ferret) (Mustela furo)	765	Inferred from homology
S9	A0A2K5LB00			DPP4	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	770	Inferred from homology
S9	A0A452FGS0			DPP4	Capra hircus (Goat)	767	Inferred from homology
S9	A0A671E2V5			DPP4	Rhinolophus ferrumequinum (Greater horseshoe bat)	763	Inferred from homology
S9	A0A6P5LQ25		XP_020860585.1	DPP4	Phascolarctos cinereus (Koala)	767	Inferred from homology
S9	A0A8C0JV36			DPP4	Canis lupus dingo (dingo)	768	Inferred from homology
S9	A0A8C2UQ08		XP_005393376.1	DPP4	Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	764	Inferred from homology
S9	A0A8C3VV72			DPP4	Catagonus wagneri (Chacoan peccary)	766	Inferred from homology
S9	A0A8C6B1L2		XP_029080484.1	DPP4	Monodon monoceros (Narwhal) (Ceratodon monodon)	766	Inferred from homology
S9	A0A8C6H649				Mus spicilegus (Mound-building mouse)	760	Inferred from homology
S9	A0A8C6S2C9		XP_008843976.1	Dpp4	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	764	Inferred from homology
S9	A0A8C8XML4			DPP4	Panthera leo (Lion)	766	Inferred from homology
S9	A0A8C9B9G0			DPP4	Phocoena sinus (Vaquita)	798	Inferred from homology
S9	A0A8D2HJC5			DPP4	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	764	Inferred from homology
S9	A0A8I3Q958			DPP4	Canis lupus familiaris (Dog) (Canis familiaris)	930	Inferred from homology
S9	G3SI68	S09.003;		DPP4	Gorilla gorilla gorilla (Western lowland gorilla)	766	Inferred from homology
S9	A0A7I2V5R8			DPP4	Homo sapiens (Human)	474	Evidence at protein level
S9	A0A7I2V2R5			DPP4	Homo sapiens (Human)	734	Evidence at protein level
S9	A0A7I2V2X8		NP_001366533.1	DPP4	Homo sapiens (Human)	765	Evidence at protein level
S9	C9JIF9			APEH	Homo sapiens (Human)	737	Evidence at protein level
S9	A0A8C8T1W1				Peromyscus maniculatus bairdii (Prairie deer mouse)	763	Inferred from homology
S9	A0A8C7AK96				Neovison vison (American mink) (Mustela vison)	766	Inferred from homology
S9	A0A8H3EMP6				Heterodermia speciosa	1228	Inferred from homology
S9	A0A8H7B0M1			NAT10	Alternaria burnsii	1840	Inferred from homology
S9	H0Z908			LOC100228501	Taeniopygia guttata (Zebra finch) (Poephila guttata)	933	Inferred from homology
S9	A0A2K6RP32		XP_010360156.1	DPP4	Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana)	766	Inferred from homology
S9	A0A364NCA5			NAT10	Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	1838	Inferred from homology
S9	A0A3M7LX81			NAT10	Pyrenophora seminiperda CCB06	1797	Inferred from homology
S9	A0A9D3P3D9				Hemibagrus wyckioides	2856	Inferred from homology
S9	A0A2K5XN23		XP_011846398.1	DPP4	Mandrillus leucophaeus (Drill) (Papio leucophaeus)	766	Inferred from homology
S9	A0A2K6MZD1			DPP4	Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti)	767	Inferred from homology
S9	A0A3M0KZ74				Hirundo rustica rustica	2006	Inferred from homology
S9	A0A4X2M2J4			DPP4	Vombatus ursinus (Common wombat)	699	Inferred from homology
S9	A0A6A6FNW0				Cercospora zeae-maydis SCOH1-5	1136	Inferred from homology
S9	A0AAV5AJA6				Clathrus columnatus	1298	Inferred from homology
S9	H0X7A9				Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	738	Inferred from homology
S9	F1M7X5			Dpp4	Rattus norvegicus (Rat)	696	Evidence at protein level
S9	Q29R16	S09.069;	NP_001137955.1	ome	Drosophila melanogaster (Fruit fly)	923	Evidence at protein level
S9	A0A0G2JTX5			Dpp4	Rattus norvegicus (Rat)	771	Evidence at protein level
S9	A0AAA9SK30			DPP4	Bos taurus (Bovine)	691	Inferred from homology
S9	A0AAA9TPR5			DPP9	Bos taurus (Bovine)	922	Inferred from homology
S9	A0AAA9TE85			APEH	Bos taurus (Bovine)	755	Inferred from homology
S9	A0AAF6ZJE9			DPP4	Bos taurus (Bovine)	734	Inferred from homology
S9	A0A0G2K238			Dpp4	Rattus norvegicus (Rat)	741	Evidence at protein level
S9	A0A8I6AEN0		NP_620205.1	Fap	Rattus norvegicus (Rat)	761	Predicted
S9	A0A8I6GBE0			Dpp9	Rattus norvegicus (Rat)	961	Evidence at protein level
S9	A2RVG6	S09.069;	NP_001097606.1	ome	Drosophila melanogaster (Fruit fly)	1040	Evidence at protein level
S9	G3V9E4			Apeh	Rattus norvegicus (Rat)	737	Evidence at protein level
S9	M9PCH6	S09.069;	NP_001261844.1	ome	Drosophila melanogaster (Fruit fly)	784	Evidence at protein level
S9	Q9VUH1	S09.069;	NP_524739.1	ome	Drosophila melanogaster (Fruit fly)	802	Evidence at protein level
S9	A0AB13AHB3		NP_942570.3	apeh	Danio rerio (Zebrafish) (Brachydanio rerio)	746	Evidence at protein level
S9	F1MZK8		XP_024855156.1	PREPL	Bos taurus (Bovine)	727	Inferred from homology
S9	A0A2R8YF65			DPP9	Homo sapiens (Human)	782	Evidence at protein level
S9	A0A499FJL1			PREP	Homo sapiens (Human)	644	Evidence at protein level
S9	E9PF59	S09.973;	NP_001034439.1	DPP6	Homo sapiens (Human)	801	Evidence at protein level
S9	E9PDL2	S09.973;	NP_001277181.1	DPP6	Homo sapiens (Human)	758	Evidence at protein level
S9	J3KPT0			DPP8	Homo sapiens (Human)	729	Evidence at protein level
S9	A0A8V8TR99			DPP9	Homo sapiens (Human)	857	Evidence at protein level
S9	A0A994J5Q6			DPP6	Homo sapiens (Human)	540	Evidence at protein level
S9	A0A994J7K0		NP_001351426.1	DPP6	Homo sapiens (Human)	804	Evidence at protein level
S9	A0A075TJ59		NP_001297500.1	DPP4	Mesocricetus auratus (Golden hamster)	764	Evidence at transcript level
S9	A0A091CJ97	S09.004;			Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	4491	Inferred from homology
S9	A0A091CX24	S09.003;			Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	837	Inferred from homology
S9	A0A091U991	S09.003;			Phoenicopterus ruber ruber	504	Inferred from homology
S9	A0A093PIK0	S09.003;			Manacus vitellinus (golden-collared manakin)	732	Inferred from homology
S9	A0A0A2KSR2				Penicillium italicum (Blue mold)	903	Inferred from homology
S9	A0A0M8PF83				Penicillium nordicum	910	Inferred from homology
S9	A0A0P7BU99				Neonectria ditissima	786	Inferred from homology
S9	A0A0Q3UTN9				Amazona aestiva (Blue-fronted Amazon parrot)	4286	Inferred from homology
S9	A0A0R3VVB7				Taenia asiatica (Asian tapeworm)	1305	Inferred from homology
S9	A0A0V1I1L9			THOC3	Trichinella zimbabwensis	5598	Inferred from homology
S9	A0A135LA60		XP_040644413.1		Penicillium patulum (Penicillium griseofulvum)	898	Inferred from homology
S9	A0A135UUM1				Colletotrichum salicis	781	Inferred from homology
S9	A0A151M0D2				Alligator mississippiensis (American alligator)	992	Inferred from homology
S9	A0A163KGY0			ABSGL_13551.1 scaffold 14267	Absidia glauca (Pin mould)	1316	Inferred from homology
S9	A0A179F1J8		XP_018137195.1		Pochonia chlamydosporia 170	775	Inferred from homology
S9	A0A1B7NY81				Emergomyces africanus	2945	Inferred from homology
S9	A0A1B7NZ46				Emergomyces africanus	798	Inferred from homology
S9	A0A1B8AQ94				Fusarium poae	779	Inferred from homology
S9	A0A1L7U3Q7		XP_041689276.1		Fusarium mangiferae (Mango malformation disease fungus)	778	Inferred from homology
S9	A0A1Q3E1A7				Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	1120	Inferred from homology
S9	A0A1R3JFM0				Corchorus capsularis (Jute)	1158	Inferred from homology
S9	A0A1S3G7B7		XP_012884580.1	Dpp4	Dipodomys ordii (Ord's kangaroo rat)	765	Inferred from homology
S9	A0A1U7SNG6		XP_008047075.1	DPP4	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	745	Inferred from homology
S9	A0A1V4K691			DPP4	Patagioenas fasciata monilis	777	Inferred from homology
S9	A0A1V6NWB6				Penicillium polonicum	908	Inferred from homology
S9	A0A1V6UG14				Penicillium coprophilum	905	Inferred from homology
S9	A0A286XGE5		XP_063106888.1	DPP6	Cavia porcellus (Guinea pig)	804	Inferred from homology
S9	A0A286Y0F6			DPP6	Cavia porcellus (Guinea pig)	864	Inferred from homology
S9	A0A2B7XQZ4				Helicocarpus griseus UAMH5409	778	Inferred from homology
S9	A0A2I3HPU0			DPP6	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	758	Inferred from homology
S9	A0A2I3LM26			DPP4	Papio anubis (Olive baboon)	764	Inferred from homology
S9	A0A2K0WPY5				Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	778	Inferred from homology
S9	A0A2K5IDW0				Colobus angolensis palliatus (Peters' Angolan colobus)	751	Inferred from homology
S9	A0A2K5VH26			APEH	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	757	Inferred from homology
S9	A0A2K5XN25			DPP4	Mandrillus leucophaeus (Drill) (Papio leucophaeus)	742	Inferred from homology
S9	A0A2K6M2B2			APEH	Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti)	756	Inferred from homology
S9	A0A2K6RP42			DPP4	Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana)	761	Inferred from homology
S9	A0A2K6TDU0		XP_003921979.1	FAP	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	760	Predicted
S9	A0A2N1J8U0				Malassezia vespertilionis	1520	Inferred from homology
S9	A0A2P4TC85				Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica)	583	Inferred from homology
S9	A0A2P5HVA7				Diaporthe helianthi	791	Inferred from homology
S9	A0A2P6TKN0				Chlorella sorokiniana (Freshwater green alga)	3336	Inferred from homology
S9	A0A2R9CCZ5			DPP4	Pan paniscus (Pygmy chimpanzee) (Bonobo)	754	Inferred from homology
S9	A0A318ZGM5		XP_025432601.1		Aspergillus saccharolyticus JOP 1030-1	2914	Inferred from homology
S9	A0A364NE80				Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	2639	Inferred from homology
S9	A0A395SAQ2				Fusarium sporotrichioides	780	Inferred from homology
S9	A0A3B3I4N7			dpp6a	Oryzias latipes (Japanese rice fish) (Japanese killifish)	939	Inferred from homology
S9	A0A3B4UNA4				Seriola dumerili (Greater amberjack) (Caranx dumerili)	288	Inferred from homology
S9	A0A3M2SMV9				Fusarium kuroshium	782	Inferred from homology
S9	A0A3N2PX53		XP_028466731.1		Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) (Alkaliphilic filamentous fungus)	782	Inferred from homology
S9	A0A452FGG5		XP_005676103.1	DPP4	Capra hircus (Goat)	765	Inferred from homology
S9	A0A452H3Z7				Gopherus agassizii (Agassiz's desert tortoise)	758	Inferred from homology
S9	A0A452RLI5			FAP	Ursus americanus (American black bear) (Euarctos americanus)	724	Predicted
S9	A0A4R8PZQ2			DAPB	Colletotrichum spinosum	931	Inferred from homology
S9	A0A4R8R6A8			DAPB	Colletotrichum trifolii	931	Inferred from homology
S9	A0A4W6ELA7			ABHD17A	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	307	Inferred from homology
S9	A0A4Z0Y1F3				Xylaria hypoxylon	779	Inferred from homology
S9	A0A507BL09		XP_030999059.1		Thyridium curvatum	776	Inferred from homology
S9	A0A507E4W8				Powellomyces hirtus	1481	Inferred from homology
S9	A0A553P2H2				Tigriopus californicus (Marine copepod)	919	Inferred from homology
S9	A0A559MA16			dapB	Lachnellula willkommii	923	Inferred from homology
S9	A0A5F8AIP8			DPP4	Macaca mulatta (Rhesus macaque)	734	Inferred from homology
